geneset	n_mutated_meta	n_mutated_nonmeta	log_odds_ratio	odds_ratio	p_value	q_value	significant
GOBP_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	17	12	0.50064	1.64978	0.28447	0.76054	False
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	30	24	0.40318	1.49658	0.28543	0.76054	False
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	10	6	0.62916	1.87603	0.28629	0.76054	False
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	10	14	-0.53807	0.58387	0.28688	0.76054	False
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	10	14	-0.53759	0.58415	0.28727	0.76054	False
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	10	6	0.61734	1.85400	0.28918	0.76054	False
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT	19	14	0.49872	1.64662	0.29002	0.76054	False
GOBP_FORELIMB_MORPHOGENESIS	18	13	0.49039	1.63296	0.29103	0.76054	False
GOBP_LIPID_IMPORT_INTO_CELL	10	6	0.58030	1.78658	0.29147	0.76054	False
GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	10	6	0.60642	1.83385	0.29163	0.76054	False
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION	13	17	-0.51207	0.59926	0.29219	0.76054	False
GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	10	6	0.60367	1.82881	0.29245	0.76054	False
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	16	21	-0.42921	0.65102	0.29248	0.76054	False
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	22	27	-0.41623	0.65953	0.29300	0.76054	False
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS	17	12	0.47572	1.60917	0.29313	0.76054	False
GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	10	6	0.59952	1.82125	0.29327	0.76054	False
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	10	6	0.57856	1.78346	0.29375	0.76054	False
GOBP_GUANINE_NUCLEOTIDE_TRANSPORT	10	6	0.59508	1.81317	0.29447	0.76054	False
GOBP_TRABECULA_MORPHOGENESIS	20	25	-0.41684	0.65912	0.29449	0.76054	False
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	33	27	0.38287	1.46649	0.29453	0.76054	False
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	19	24	-0.41846	0.65806	0.29464	0.76054	False
GOBP_URETER_DEVELOPMENT	10	6	0.58887	1.80195	0.29539	0.76054	False
GOBP_PYRAMIDAL_NEURON_DIFFERENTIATION	10	6	0.58641	1.79752	0.29563	0.76054	False
GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	10	6	0.58584	1.79649	0.29581	0.76054	False
GOBP_LATERAL_MESODERM_DEVELOPMENT	10	6	0.58451	1.79411	0.29595	0.76054	False
GOBP_PHOSPHATE_ION_HOMEOSTASIS	10	6	0.58307	1.79153	0.29600	0.76054	False
GOBP_GLUCOSE_CATABOLIC_PROCESS	10	6	0.58385	1.79293	0.29600	0.76054	False
GOBP_CELLULAR_RESPONSE_TO_ETHANOL	10	6	0.58115	1.78810	0.29601	0.76054	False
GOBP_REPLACEMENT_OSSIFICATION	17	12	0.46357	1.58973	0.29692	0.76124	False
GOBP_EMBRYONIC_EYE_MORPHOGENESIS	17	12	0.45644	1.57844	0.29873	0.76395	False
GOBP_ACTIVATED_T_CELL_PROLIFERATION	17	12	0.45382	1.57432	0.29924	0.76395	False
GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	18	13	0.46028	1.58452	0.30218	0.76983	False
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	27	32	-0.39730	0.67213	0.30323	0.77086	False
GOBP_WHITE_FAT_CELL_DIFFERENTIATION	11	7	0.58777	1.79998	0.30398	0.77115	False
GOBP_APICAL_PROTEIN_LOCALIZATION	11	15	-0.49577	0.60910	0.30633	0.77394	False
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	18	13	0.44740	1.56425	0.30657	0.77394	False
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM	21	26	-0.39680	0.67247	0.30741	0.77394	False
GOBP_CEREBELLAR_CORTEX_FORMATION	19	14	0.44945	1.56745	0.30923	0.77394	False
GOBP_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	11	7	0.56879	1.76613	0.30943	0.77394	False
GOBP_RESPONSE_TO_INTERLEUKIN_6	18	13	0.43659	1.54742	0.30973	0.77394	False
GOBP_OTIC_VESICLE_MORPHOGENESIS	11	7	0.56424	1.75811	0.31056	0.77394	False
GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	19	14	0.44293	1.55727	0.31172	0.77394	False
GOBP_ANIMAL_ORGAN_REGENERATION	10	14	-0.49145	0.61174	0.31232	0.77394	False
GOBP_INTEGRIN_ACTIVATION	10	14	-0.48826	0.61369	0.31364	0.77394	False
GOBP_GLUCOCORTICOID_METABOLIC_PROCESS	11	7	0.54304	1.72123	0.31664	0.77394	False
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND	12	8	0.56001	1.75068	0.31750	0.77394	False
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	11	7	0.53766	1.71200	0.31795	0.77394	False
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	11	7	0.53533	1.70802	0.31835	0.77394	False
GOBP_EXIT_FROM_MITOSIS	11	7	0.53499	1.70742	0.31850	0.77394	False
GOBP_PRESYNAPTIC_ACTIVE_ZONE_ORGANIZATION	19	14	0.42263	1.52597	0.31882	0.77394	False
GOBP_FIBROBLAST_APOPTOTIC_PROCESS	11	7	0.52199	1.68537	0.31951	0.77394	False
GOBP_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	11	7	0.52235	1.68599	0.31964	0.77394	False
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	11	7	0.52640	1.69282	0.31978	0.77394	False
GOBP_PEROXISOMAL_TRANSPORT	11	7	0.52429	1.68926	0.31982	0.77394	False
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE	11	7	0.52441	1.68946	0.31983	0.77394	False
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	11	7	0.52372	1.68830	0.31984	0.77394	False
GOBP_PHOSPHATE_ION_TRANSPORT	11	7	0.52450	1.68961	0.31985	0.77394	False
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	12	8	0.54745	1.72884	0.32182	0.77621	False
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	10	14	-0.47409	0.62245	0.32208	0.77621	False
GOBP_DNA_STRAND_ELONGATION	12	8	0.53903	1.71435	0.32468	0.78022	False
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	20	15	0.41456	1.51370	0.32539	0.78022	False
GOBP_SYNAPSE_PRUNING	12	8	0.53561	1.70849	0.32569	0.78022	False
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	20	15	0.40740	1.50290	0.32782	0.78248	False
GOBP_SYNAPTIC_VESICLE_PRIMING	21	16	0.41552	1.51517	0.32793	0.78248	False
GOBP_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION	10	14	-0.46199	0.63003	0.32964	0.78501	False
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	12	8	0.51537	1.67425	0.33242	0.78935	False
GOBP_OTIC_VESICLE_DEVELOPMENT	12	8	0.50949	1.66445	0.33378	0.78935	False
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	13	17	-0.43928	0.64450	0.33416	0.78935	False
GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE	22	17	0.40550	1.50005	0.33441	0.78935	False
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	21	16	0.39378	1.48257	0.33613	0.78935	False
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING	10	14	-0.45174	0.63652	0.33625	0.78935	False
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER	21	16	0.39188	1.47976	0.33673	0.78935	False
GOBP_B_CELL_HOMEOSTASIS	12	8	0.49751	1.64462	0.33735	0.78935	False
GOBP_EXPLORATION_BEHAVIOR	21	16	0.38969	1.47652	0.33736	0.78935	False
GOBP_REGULATION_OF_FEEDING_BEHAVIOR	12	8	0.49131	1.63445	0.33888	0.79138	False
GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION	12	8	0.48694	1.62732	0.33993	0.79174	False
GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY	12	8	0.48505	1.62426	0.34035	0.79174	False
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	19	23	-0.41122	0.66284	0.34133	0.79249	False
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	22	17	0.38027	1.46268	0.34413	0.79746	False
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	12	16	-0.42506	0.65373	0.34637	0.80111	False
GOBP_PRESYNAPSE_ASSEMBLY	44	39	0.38267	1.46620	0.34947	0.80653	False
GOBP_RETINAL_ROD_CELL_DIFFERENTIATION	13	9	0.47723	1.61160	0.35067	0.80653	False
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	24	19	0.37209	1.45076	0.35268	0.80653	False
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT	13	9	0.44143	1.55492	0.35310	0.80653	False
GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	10	14	-0.42772	0.65200	0.35393	0.80653	False
GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION	13	9	0.46559	1.59295	0.35442	0.80653	False
GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	13	9	0.44040	1.55334	0.35453	0.80653	False
GOBP_CEREBELLAR_CORTEX_MORPHOGENESIS	25	20	0.36878	1.44597	0.35602	0.80653	False
GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	24	19	0.36033	1.43380	0.35707	0.80653	False
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	24	19	0.35992	1.43322	0.35720	0.80653	False
GOBP_PROTEIN_TARGETING_TO_VACUOLE	16	20	-0.39485	0.67378	0.35727	0.80653	False
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	13	9	0.45440	1.57523	0.35756	0.80653	False
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	13	9	0.43960	1.55209	0.35836	0.80653	False
GOBP_ACUTE_PHASE_RESPONSE	13	9	0.44678	1.56327	0.35919	0.80653	False
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	13	9	0.44555	1.56135	0.35932	0.80653	False
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY	13	9	0.44484	1.56023	0.35942	0.80653	False
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION	11	15	-0.41047	0.66334	0.36108	0.80873	False
GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	12	16	-0.39973	0.67050	0.36464	0.81282	False
GOBP_PULMONARY_VALVE_DEVELOPMENT	13	17	-0.39267	0.67525	0.36629	0.81282	False
GOBP_RESPONSE_TO_EPINEPHRINE	26	21	0.33406	1.39662	0.36687	0.81282	False
GOBP_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	14	10	0.44639	1.56266	0.36705	0.81282	False
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	16	20	-0.38113	0.68309	0.36734	0.81282	False
GOBP_GLYCOPROTEIN_CATABOLIC_PROCESS	14	10	0.44297	1.55733	0.36819	0.81282	False
GOBP_TOLERANCE_INDUCTION	14	10	0.43623	1.54687	0.37051	0.81282	False
GOBP_BRAIN_MORPHOGENESIS	27	22	0.34020	1.40523	0.37116	0.81282	False
GOBP_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY	14	10	0.43192	1.54021	0.37191	0.81282	False
GOBP_TRANSEPITHELIAL_TRANSPORT	15	19	-0.37758	0.68552	0.37196	0.81282	False
GOBP_LUNG_EPITHELIUM_DEVELOPMENT	27	22	0.33439	1.39708	0.37275	0.81282	False
GOBP_RIG_I_SIGNALING_PATHWAY	14	10	0.42689	1.53249	0.37328	0.81282	False
GOBP_NEUROTRANSMITTER_UPTAKE	17	21	-0.37102	0.69003	0.37333	0.81282	False
GOBP_ALCOHOL_CATABOLIC_PROCESS	14	10	0.42404	1.52812	0.37427	0.81282	False
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY	14	10	0.40960	1.50622	0.37438	0.81282	False
GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE	14	10	0.42339	1.52713	0.37439	0.81282	False
GOBP_PHAGOCYTOSIS_ENGULFMENT	21	25	-0.36068	0.69720	0.37518	0.81282	False
GOBP_ENDOCARDIUM_DEVELOPMENT	14	10	0.41919	1.52073	0.37530	0.81282	False
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	14	10	0.41116	1.50857	0.37572	0.81282	False
GOBP_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	14	18	-0.37466	0.68752	0.37712	0.81288	False
GOBP_PEPTIDYL_THREONINE_PHOSPHORYLATION	15	11	0.43171	1.53990	0.37745	0.81288	False
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	13	17	-0.37747	0.68559	0.37833	0.81288	False
GOBP_PROSTATE_GLAND_DEVELOPMENT	29	24	0.32886	1.38938	0.37844	0.81288	False
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	15	11	0.42471	1.52915	0.38004	0.81376	False
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	15	11	0.42420	1.52837	0.38020	0.81376	False
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	30	25	0.32398	1.38263	0.38133	0.81473	False
GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	32	27	0.32287	1.38109	0.38371	0.81606	False
GOBP_GLUTAMATE_METABOLIC_PROCESS	15	11	0.41404	1.51292	0.38399	0.81606	False
GOBP_REGULATION_OF_NEUROBLAST_PROLIFERATION	15	11	0.41391	1.51273	0.38399	0.81606	False
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	15	11	0.40388	1.49762	0.38736	0.82178	False
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION	16	12	0.41418	1.51313	0.38852	0.82278	False
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	16	20	-0.35244	0.70297	0.38988	0.82373	False
GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION	20	24	-0.34324	0.70946	0.39033	0.82373	False
GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS	16	12	0.40794	1.50372	0.39103	0.82376	False
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	16	12	0.40234	1.49532	0.39318	0.82684	False
GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS	19	23	-0.34057	0.71137	0.39397	0.82707	False
GOBP_RESPONSE_TO_MINERALOCORTICOID	21	25	-0.33650	0.71427	0.39471	0.82717	False
GOBP_BONE_CELL_DEVELOPMENT	16	12	0.38925	1.47587	0.39831	0.83327	False
GOBP_REGULATION_OF_PLATELET_AGGREGATION	16	12	0.38078	1.46343	0.40111	0.83767	False
GOBP_HOST_MEDIATED_PERTURBATION_OF_VIRAL_TRANSCRIPTION	16	12	0.36934	1.44678	0.40380	0.84183	False
GOBP_HEART_FORMATION	17	13	0.37712	1.45809	0.40759	0.84826	False
GOBP_RRNA_TRANSCRIPTION	12	15	-0.40695	0.66567	0.41017	0.85216	False
GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	17	13	0.36633	1.44243	0.41161	0.85368	False
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	30	34	-0.30408	0.73780	0.41826	0.86113	False
GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING	18	14	0.35739	1.42959	0.41964	0.86113	False
GOBP_TROPHOBLAST_CELL_MIGRATION	11	14	-0.39421	0.67421	0.42205	0.86113	False
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	10	13	-0.39912	0.67091	0.42251	0.86113	False
GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	18	14	0.34923	1.41797	0.42265	0.86113	False
GOBP_ANOIKIS	18	14	0.34428	1.41097	0.42433	0.86113	False
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM	25	29	-0.29845	0.74197	0.42547	0.86113	False
GOBP_ZINC_ION_TRANSPORT	18	14	0.33305	1.39522	0.42604	0.86113	False
GOBP_VESICLE_TETHERING	18	14	0.33336	1.39566	0.42609	0.86113	False
GOBP_HYALURONAN_METABOLIC_PROCESS	10	13	-0.38826	0.67824	0.43024	0.86113	False
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	10	7	0.47000	1.60000	0.43187	0.86113	False
GOBP_NEURON_CELL_CELL_ADHESION	19	15	0.33587	1.39915	0.43210	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	19	15	0.33405	1.39661	0.43275	0.86113	False
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING	10	13	-0.38445	0.68083	0.43298	0.86113	False
GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	15	18	-0.36251	0.69593	0.43356	0.86113	False
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	20	16	0.33622	1.39965	0.43567	0.86113	False
GOBP_CAMP_METABOLIC_PROCESS	20	16	0.33509	1.39807	0.43617	0.86113	False
GOBP_SCHWANN_CELL_DIFFERENTIATION	21	17	0.33900	1.40355	0.43718	0.86113	False
GOBP_DNA_METHYLATION_DEPENDENT_CONSTITUTIVE_HETEROCHROMATIN_FORMATION	12	15	-0.36663	0.69307	0.43840	0.86113	False
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	12	15	-0.36548	0.69387	0.43926	0.86113	False
GOBP_REGULATION_OF_RESPONSE_TO_NUTRIENT_LEVELS	10	7	0.44706	1.56372	0.43943	0.86113	False
GOBP_REGULATION_OF_ISOTYPE_SWITCHING	10	13	-0.37560	0.68688	0.43957	0.86113	False
GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX	10	7	0.43377	1.54307	0.44372	0.86113	False
GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING	10	7	0.40588	1.50062	0.44373	0.86113	False
GOBP_LYMPHOCYTE_CHEMOTAXIS	21	17	0.32374	1.38229	0.44418	0.86113	False
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS	10	7	0.40562	1.50024	0.44454	0.86113	False
GOBP_CELL_REDOX_HOMEOSTASIS	10	7	0.42943	1.53638	0.44495	0.86113	False
GOBP_OVULATION_CYCLE_PROCESS	21	17	0.32058	1.37793	0.44559	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	10	7	0.42606	1.53122	0.44571	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	10	7	0.42377	1.52771	0.44625	0.86113	False
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME	10	7	0.40564	1.50026	0.44640	0.86113	False
GOBP_POSITIVE_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION	10	7	0.42223	1.52536	0.44670	0.86113	False
GOBP_TOOTH_MINERALIZATION	10	7	0.42054	1.52279	0.44697	0.86113	False
GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT	10	7	0.41730	1.51786	0.44768	0.86113	False
GOBP_AMINE_CATABOLIC_PROCESS	10	7	0.41451	1.51363	0.44809	0.86113	False
GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	10	7	0.40778	1.50348	0.44813	0.86113	False
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	10	7	0.41311	1.51151	0.44824	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	21	17	0.31159	1.36560	0.44909	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	21	17	0.29954	1.34924	0.45172	0.86113	False
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	21	17	0.29967	1.34942	0.45174	0.86113	False
GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	12	15	-0.34848	0.70576	0.45240	0.86113	False
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	10	13	-0.35912	0.69829	0.45259	0.86113	False
GOBP_HINDLIMB_MORPHOGENESIS	22	18	0.30775	1.36036	0.45398	0.86113	False
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	14	17	-0.33759	0.71349	0.45516	0.86113	False
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	23	19	0.30837	1.36120	0.45636	0.86113	False
GOBP_RESPONSE_TO_ETHER	11	8	0.41686	1.51719	0.45810	0.86113	False
GOBP_RESPONSE_TO_PROSTAGLANDIN	10	13	-0.35198	0.70329	0.45843	0.86113	False
GOBP_RESPONSE_TO_AMINE	22	18	0.29188	1.33895	0.45856	0.86113	False
GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	12	15	-0.34063	0.71132	0.45873	0.86113	False
GOBP_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY	12	15	-0.33996	0.71180	0.45927	0.86113	False
GOBP_TELOMERE_CAPPING	10	13	-0.35021	0.70454	0.45997	0.86113	False
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	15	18	-0.32671	0.72129	0.46140	0.86113	False
GOBP_SEROTONIN_METABOLIC_PROCESS	11	8	0.39940	1.49093	0.46410	0.86113	False
GOBP_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	11	14	-0.33906	0.71244	0.46415	0.86113	False
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION	12	15	-0.33411	0.71597	0.46419	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ADAPTATION	11	8	0.39796	1.48879	0.46440	0.86113	False
GOBP_APOPTOTIC_CELL_CLEARANCE	23	19	0.28518	1.33000	0.46457	0.86113	False
GOBP_FLUID_TRANSPORT	12	15	-0.33171	0.71770	0.46608	0.86113	False
GOBP_INTRACELLULAR_SODIUM_ION_HOMEOSTASIS	11	8	0.39246	1.48062	0.46626	0.86113	False
GOBP_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	12	15	-0.33160	0.71778	0.46634	0.86113	False
GOBP_INTRACELLULAR_ZINC_ION_HOMEOSTASIS	11	8	0.36826	1.44522	0.46706	0.86113	False
GOBP_POSITIVE_REGULATION_OF_GLUCONEOGENESIS	11	8	0.38772	1.47362	0.46744	0.86113	False
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	11	14	-0.33379	0.71621	0.46876	0.86113	False
GOBP_MULTIVESICULAR_BODY_ORGANIZATION	11	8	0.38269	1.46623	0.46883	0.86113	False
GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS	16	19	-0.31495	0.72982	0.46902	0.86113	False
GOBP_PROTEIN_DEACYLATION	11	8	0.38098	1.46373	0.46916	0.86113	False
GOBP_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT	13	16	-0.32402	0.72324	0.46917	0.86113	False
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	11	8	0.37894	1.46073	0.46952	0.86113	False
GOBP_LYMPH_VESSEL_DEVELOPMENT	11	8	0.37024	1.44809	0.46961	0.86113	False
GOBP_PROSTATE_GLAND_GROWTH	11	8	0.37624	1.45680	0.46990	0.86113	False
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	10	13	-0.33857	0.71279	0.47037	0.86113	False
GOBP_EXCITATORY_SYNAPSE_ASSEMBLY	42	38	0.29039	1.33695	0.47052	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION	14	17	-0.31888	0.72696	0.47052	0.86113	False
GOBP_VACUOLAR_ACIDIFICATION	11	14	-0.33036	0.71866	0.47179	0.86113	False
GOBP_EPIGENETIC_PROGRAMMING_OF_GENE_EXPRESSION	13	16	-0.32070	0.72564	0.47209	0.86113	False
GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY	26	22	0.28731	1.33283	0.47212	0.86113	False
GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION	10	13	-0.33668	0.71414	0.47219	0.86113	False
GOBP_OLFACTORY_LOBE_DEVELOPMENT	26	22	0.28669	1.33201	0.47242	0.86113	False
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	13	16	-0.32013	0.72605	0.47263	0.86113	False
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	26	22	0.28233	1.32622	0.47436	0.86113	False
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	16	19	-0.30759	0.73522	0.47532	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	13	16	-0.31342	0.73094	0.47852	0.86113	False
GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION	12	9	0.37907	1.46093	0.47907	0.86113	False
GOBP_NEUROTRANSMITTER_REUPTAKE	15	18	-0.30508	0.73706	0.48006	0.86113	False
GOBP_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	12	9	0.37475	1.45462	0.48053	0.86113	False
